sentence,jo,label
"“The vast majority of older adults have two, three, four or even five chronic diseases,” said Tinetti, whose team published their report in the Journal of the American Geriatrics Society.",Journal of the American Geriatrics Society,1
"After using medical marijuana people also took a second or so longer to react when following another car - although that effect could have been due to chance, the researchers reported in the journal Addiction.",Addiction,1
"The study, published in the journal Diabetes Care, included 240 Thai adults with prediabetes who were randomly assigned to take either curcumin capsules or a placebo (identical-looking capsules with no active ingredient).",Diabetes Care,1
"The findings, reported in the Journal of the Academy of Nutrition and Dietetics, are in line with other research on added fibers.",Journal of the Academy of Nutrition and Dietetics,1
"“There is a widely held perception of a change in obstetric decision making that has lowered the threshold at which and for which planned birth occurs,” the researchers write in their report in the American Journal of Obstetrics and Gynecology.",American Journal of Obstetrics and Gynecology,1
"By comparison, the advance notice saves about 15 to 20 minutes once patients get to the hospital, said Mahmud, whose study appears in the Journal of the American College of Cardiology.",Journal of the American College of Cardiology,1
"But the new findings, in the journal Arthritis Care & Research, suggest that for a lot of patients that’s not happening.",Arthritis Care & Research,1
"The findings, reported in the American Journal of Obstetrics & Gynecology, do not prove that depression directly leads to preterm birth.",American Journal of Obstetrics & Gynecology,1
"“It’s not that diabetic women are not interested in sexual activity,” said Huang, whose findings are published in the journal Obstetrics & Gynecology.",Obstetrics & Gynecology,1
"Leval said her work, published in the Journal of Infectious Diseases, is the first to use data from the entire population of a country to estimate the rate of genital wart infections.",Journal of Infectious Diseases,1
"Extending that timeframe to five years may mean more colonoscopies could be done in people who really need them - such as older adults who’ve never been screened for colon cancer, researchers wrote Monday in the Journal of Clinical Oncology.",Journal of Clinical Oncology,1
"These latest results, reported in the Journal of Clinical Oncology, are based on 168 women who were followed from the time of surgery for their ovarian cancer.",Journal of Clinical Oncology,1
"But the current study, published in Science Advances,suggests this can backfire.",Science Advances,1
"Worldwide, an estimated 60 to 90 percent of school age children have tooth decay, potentially resulting in pain, infection and hospitalization, researchers note in Pediatrics.",Pediatrics,1
"Maslova’s team, who published their results in The Journal of Allergy and Clinical Immunology, collected survey responses from more than 61,908 Danish moms who gave birth between 1996 and 2002, and analyzed their kids’ medical records at the ages of 18 months and seven years old.",The Journal of Allergy and Clinical Immunology,1
